Retailer Dataset,,,,,,,,,,,
,,,,,,,,,,,
Retailer,Retailer ID,Invoice Date,Region,State,City,Beverage Brand,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin
BevCo,1128299,24-05-2023,West,Arizona,Phoenix,Dasani Water,0.64,980,627.20,225.79,36%
BevCo,1128299,23-06-2023,West,Arizona,Phoenix,Coca-Cola,0.48,"1,560",748.80,366.91,49%
BevCo,1128299,23-06-2023,West,Arizona,Phoenix,Diet Coke,0.51,"1,380",703.80,365.98,52%
BevCo,1128299,23-06-2023,West,Arizona,Phoenix,Sprite,0.51,"1,380",703.80,316.71,45%
BevCo,1128299,23-06-2023,West,Arizona,Phoenix,Fanta,0.46,950,437.00,218.50,50%
BevCo,1128299,23-06-2023,West,Arizona,Phoenix,Powerade,0.51,680,346.80,145.66,42%
BevCo,1128299,23-06-2023,West,Arizona,Phoenix,Dasani Water,0.69,"1,310",903.90,352.52,39%
BevCo,1128299,22-07-2023,West,Arizona,Phoenix,Coca-Cola,0.49,"1,960",960.40,470.60,49%
BevCo,1128299,22-07-2023,West,Arizona,Phoenix,Diet Coke,0.50,"1,420",710.00,362.10,51%
BevCo,1128299,22-07-2023,West,Arizona,Phoenix,Sprite,0.51,"1,330",678.30,318.80,47%
BevCo,1128299,22-07-2023,West,Arizona,Phoenix,Fanta,0.48,"1,010",484.80,218.16,45%
BevCo,1128299,22-07-2023,West,Arizona,Phoenix,Powerade,0.52,"1,280",665.60,286.21,43%
BevCo,1128299,22-07-2023,West,Arizona,Phoenix,Dasani Water,0.67,"1,230",824.10,313.16,38%
BevCo,1128299,23-08-2023,West,Arizona,Phoenix,Coca-Cola,0.50,"1,630",815.00,407.50,50%
BevCo,1128299,23-08-2023,West,Arizona,Phoenix,Diet Coke,0.57,"1,610",917.70,458.85,50%
BevCo,1128299,23-08-2023,West,Arizona,Phoenix,Sprite,0.54,"1,130",610.20,299.00,49%
BevCo,1128299,23-08-2023,West,Arizona,Phoenix,Fanta,0.52,"1,120",582.40,285.38,49%
BevCo,1128299,23-08-2023,West,Arizona,Phoenix,Powerade,0.59,"1,160",684.40,280.60,41%
BevCo,1128299,23-08-2023,West,Arizona,Phoenix,Dasani Water,0.65,940,611.00,244.40,40%
BevCo,1128299,24-09-2023,West,Arizona,Phoenix,Coca-Cola,0.41,"1,670",684.70,335.50,49%
BevCo,1128299,24-09-2023,West,Arizona,Phoenix,Diet Coke,0.45,"1,610",724.50,383.99,53%
BevCo,1128299,24-09-2023,West,Arizona,Phoenix,Sprite,0.43,"1,280",550.40,247.68,45%
BevCo,1128299,24-09-2023,West,Arizona,Phoenix,Fanta,0.41,"1,130",463.30,217.75,47%
BevCo,1128299,24-09-2023,West,Arizona,Phoenix,Powerade,0.54,"1,050",567.00,249.48,44%
BevCo,1128299,24-09-2023,West,Arizona,Phoenix,Dasani Water,0.56,"1,190",666.40,246.57,37%
BevCo,1128299,23-10-2023,West,Arizona,Phoenix,Coca-Cola,0.41,"1,350",553.50,265.68,48%
BevCo,1128299,23-10-2023,West,Arizona,Phoenix,Diet Coke,0.47,"1,450",681.50,361.20,53%
BevCo,1128299,23-10-2023,West,Arizona,Phoenix,Sprite,0.44,910,400.40,192.19,48%
BevCo,1128299,23-10-2023,West,Arizona,Phoenix,Fanta,0.43,900,387.00,189.63,49%
BevCo,1128299,23-10-2023,West,Arizona,Phoenix,Powerade,0.53,690,365.70,146.28,40%
BevCo,1128299,23-10-2023,West,Arizona,Phoenix,Dasani Water,0.56,850,476.00,180.88,38%
BevCo,1128299,23-11-2023,West,Arizona,Phoenix,Coca-Cola,0.42,"1,350",567.00,266.49,47%
BevCo,1128299,23-11-2023,West,Arizona,Phoenix,Diet Coke,0.46,"1,470",676.20,351.62,52%
BevCo,1128299,23-11-2023,West,Arizona,Phoenix,Sprite,0.44,"1,050",462.00,212.52,46%
BevCo,1128299,23-11-2023,West,Arizona,Phoenix,Fanta,0.42,980,411.60,193.45,47%
BevCo,1128299,23-11-2023,West,Arizona,Phoenix,Powerade,0.53,870,461.10,189.05,41%
BevCo,1128299,23-11-2023,West,Arizona,Phoenix,Dasani Water,0.55,"1,110",610.50,225.89,37%
BevCo,1128299,22-12-2023,West,Arizona,Phoenix,Coca-Cola,0.44,"1,810",796.40,366.34,46%
BevCo,1128299,22-12-2023,West,Arizona,Phoenix,Diet Coke,0.49,"1,750",857.50,463.05,54%
Target,1128299,22-12-2023,West,Arizona,Phoenix,Sprite,0.43,"1,230",528.90,253.87,48%
Target,1128299,22-12-2023,West,Arizona,Phoenix,Fanta,0.44,"1,150",506.00,227.70,45%
Target,1128299,22-12-2023,West,Arizona,Phoenix,Powerade,0.52,880,457.60,196.77,43%
Target,1128299,22-12-2023,West,Arizona,Phoenix,Dasani Water,0.58,"1,350",783.00,289.71,37%
Target,1128299,26-01-2023,West,Arizona,Phoenix,Coca-Cola,0.33,"1,330",438.90,215.06,49%
Target,1128299,26-01-2023,West,Arizona,Phoenix,Diet Coke,0.42,"1,380",579.60,307.19,53%
Target,1128299,26-01-2023,West,Arizona,Phoenix,Sprite,0.42,"1,380",579.60,266.62,46%
Target,1128299,26-01-2023,West,Arizona,Phoenix,Fanta,0.43,850,365.50,179.10,49%
Target,1128299,26-01-2023,West,Arizona,Phoenix,Powerade,0.45,800,360.00,147.60,41%
Target,1128299,26-01-2023,West,Arizona,Phoenix,Dasani Water,0.42,"1,280",537.60,193.54,36%
Target,1128299,26-02-2023,West,Arizona,Phoenix,Coca-Cola,0.33,"1,470",485.10,237.70,49%
Target,1128299,26-02-2023,West,Arizona,Phoenix,Diet Coke,0.44,"1,060",466.40,256.52,55%
Target,1128299,26-02-2023,West,Arizona,Phoenix,Sprite,0.41,"1,110",455.10,209.35,46%
Target,1128299,26-02-2023,West,New Mexico,Albuquerque,Fanta,0.43,740,318.20,155.92,49%
Target,1128299,26-02-2023,West,New Mexico,Albuquerque,Powerade,0.45,540,243.00,106.92,44%
Target,1128299,26-02-2023,West,New Mexico,Albuquerque,Dasani Water,0.41,"1,040",426.40,162.03,38%
Target,1128299,25-03-2023,West,New Mexico,Albuquerque,Coca-Cola,0.44,"1,650",726.00,363.00,50%
Target,1128299,25-03-2023,West,New Mexico,Albuquerque,Diet Coke,0.51,"1,120",571.20,302.74,53%
Target,1128299,25-03-2023,West,New Mexico,Albuquerque,Sprite,0.52,"1,120",582.40,285.38,49%
Target,1128299,25-03-2023,West,New Mexico,Albuquerque,Fanta,0.50,830,415.00,190.90,46%
Target,1128299,25-03-2023,West,New Mexico,Albuquerque,Powerade,0.55,530,291.50,125.35,43%
Target,1128299,25-03-2023,West,New Mexico,Albuquerque,Dasani Water,0.50,980,490.00,186.20,38%
Target,1128299,26-04-2023,West,New Mexico,Albuquerque,Coca-Cola,0.51,"1,540",785.40,353.43,45%
Target,1128299,26-04-2023,West,New Mexico,Albuquerque,Diet Coke,0.59,980,578.20,289.10,50%
Target,1128299,26-04-2023,West,New Mexico,Albuquerque,Sprite,0.55,"1,160",638.00,319.00,50%
Target,1128299,26-04-2023,West,New Mexico,Albuquerque,Fanta,0.54,870,469.80,216.11,46%
Target,1128299,26-04-2023,West,New Mexico,Albuquerque,Powerade,0.56,580,324.80,133.17,41%
Target,1128299,26-04-2023,West,New Mexico,Albuquerque,Dasani Water,0.69,"1,010",696.90,264.82,38%
Target,1128299,27-05-2023,West,New Mexico,Albuquerque,Coca-Cola,0.51,"1,500",765.00,344.25,45%
Target,1128299,27-05-2023,West,New Mexico,Albuquerque,Diet Coke,0.58,"1,110",643.80,328.34,51%
Target,1128299,27-05-2023,West,New Mexico,Albuquerque,Sprite,0.56,"1,260",705.60,331.63,47%
Target,1128299,27-05-2023,West,New Mexico,Albuquerque,Fanta,0.51,910,464.10,213.49,46%
Target,1128299,27-05-2023,West,New Mexico,Albuquerque,Powerade,0.56,650,364.00,152.88,42%
Target,1128299,27-05-2023,West,New Mexico,Albuquerque,Dasani Water,0.69,"1,150",793.50,309.47,39%
Target,1128299,26-06-2023,West,New Mexico,Albuquerque,Coca-Cola,0.52,"2,030",1055.60,506.69,48%
Target,1128299,26-06-2023,West,New Mexico,Albuquerque,Diet Coke,0.54,"1,540",831.60,432.43,52%
Target,1128299,26-06-2023,West,New Mexico,Albuquerque,Sprite,0.54,"1,490",804.60,402.30,50%
Target,1128299,26-06-2023,West,New Mexico,Albuquerque,Fanta,0.54,"1,060",572.40,257.58,45%
Target,1128299,26-06-2023,West,New Mexico,Albuquerque,Powerade,0.56,870,487.20,209.50,43%
Target,1128299,26-06-2023,West,New Mexico,Albuquerque,Dasani Water,0.74,"1,620",1198.80,431.57,36%
Target,1128299,25-07-2023,West,New Mexico,Albuquerque,Coca-Cola,0.54,"2,030",1096.20,515.21,47%
Target,1128299,25-07-2023,West,New Mexico,Albuquerque,Diet Coke,0.56,"1,800",1008.00,544.32,54%
Target,1128299,25-07-2023,West,New Mexico,Albuquerque,Sprite,0.58,"1,600",928.00,445.44,48%
Target,1128299,25-07-2023,West,New Mexico,Albuquerque,Fanta,0.54,"1,350",729.00,328.05,45%
Target,1128299,25-07-2023,West,New Mexico,Albuquerque,Powerade,0.57,"1,450",826.50,355.40,43%
Target,1128299,25-07-2023,West,New Mexico,Albuquerque,Dasani Water,0.69,"1,400",966.00,367.08,38%
Target,1128299,26-08-2023,West,New Mexico,Albuquerque,Coca-Cola,0.56,"1,750",980.00,490.00,50%
Target,1128299,26-08-2023,West,New Mexico,Albuquerque,Diet Coke,0.60,"1,760",1056.00,549.12,52%
Target,1128299,26-08-2023,West,New Mexico,Albuquerque,Sprite,0.58,"1,420",823.60,378.86,46%
Target,1128299,26-08-2023,West,New Mexico,Albuquerque,Fanta,0.55,"1,430",786.50,369.66,47%
Target,1128299,26-08-2023,West,New Mexico,Albuquerque,Powerade,0.67,"1,240",830.80,332.32,40%
Target,1128299,26-08-2023,West,New Mexico,Albuquerque,Dasani Water,0.70,"1,260",882.00,335.16,38%
Target,1128299,27-09-2023,West,New Mexico,Albuquerque,Coca-Cola,0.49,"1,630",798.70,359.42,45%
Target,1128299,27-09-2023,West,New Mexico,Albuquerque,Diet Coke,0.51,"1,560",795.60,405.76,51%
Target,1128299,27-09-2023,West,New Mexico,Albuquerque,Sprite,0.46,"1,430",657.80,309.17,47%
Target,1128299,27-09-2023,West,New Mexico,Albuquerque,Fanta,0.49,"1,230",602.70,283.27,47%
Target,1128299,27-09-2023,West,New Mexico,Albuquerque,Powerade,0.54,"1,110",599.40,239.76,40%
Target,1128299,27-09-2023,West,New Mexico,Albuquerque,Dasani Water,0.59,"1,330",784.70,282.49,36%
Target,1128299,26-10-2023,West,New Mexico,Albuquerque,Coca-Cola,0.48,"1,650",792.00,396.00,50%
Target,1128299,26-10-2023,West,New Mexico,Albuquerque,Diet Coke,0.50,"1,490",745.00,394.85,53%
Target,1128299,26-10-2023,West,New Mexico,Albuquerque,Sprite,0.48,"1,050",504.00,236.88,47%
Target,1128299,26-10-2023,West,New Mexico,Albuquerque,Fanta,0.46,950,437.00,214.13,49%
Target,1128299,26-10-2023,West,New Mexico,Albuquerque,Powerade,0.56,910,509.60,224.22,44%
Target,1128299,26-10-2023,West,New Mexico,Albuquerque,Dasani Water,0.68,"1,050",714.00,264.18,37%
Target,1128299,26-11-2023,West,New Mexico,Albuquerque,Coca-Cola,0.58,"1,600",928.00,454.72,49%
Target,1128299,26-11-2023,West,New Mexico,Albuquerque,Diet Coke,0.59,"1,500",885.00,477.90,54%
Target,1128299,26-11-2023,West,New Mexico,Albuquerque,Sprite,0.54,"1,170",631.80,303.26,48%
Target,1128299,26-11-2023,West,New Mexico,Albuquerque,Fanta,0.55,"1,150",632.50,297.28,47%
Target,1128299,26-11-2023,West,New Mexico,Albuquerque,Powerade,0.65,"1,130",734.50,323.18,44%
Target,1128299,26-11-2023,West,New Mexico,Albuquerque,Dasani Water,0.72,"1,400",1008.00,393.12,39%
Target,1128299,25-12-2023,West,New Mexico,Albuquerque,Coca-Cola,0.55,"2,100",1155.00,531.30,46%
Target,1128299,25-12-2023,West,New Mexico,Albuquerque,Diet Coke,0.61,"1,820",1110.20,555.10,50%
FizzyCo,1128299,25-12-2023,West,New Mexico,Albuquerque,Sprite,0.59,"1,300",767.00,375.83,49%
FizzyCo,1128299,25-12-2023,West,New Mexico,Albuquerque,Fanta,0.55,"1,450",797.50,366.85,46%
FizzyCo,1128299,25-12-2023,West,New Mexico,Albuquerque,Powerade,0.64,"1,190",761.60,342.72,45%
FizzyCo,1128299,25-12-2023,West,New Mexico,Albuquerque,Dasani Water,0.72,"1,310",943.20,330.12,35%
FizzyCo,1128299,13-01-2023,West,New Mexico,Albuquerque,Coca-Cola,0.29,"1,310",379.90,193.75,51%
FizzyCo,1128299,13-01-2023,West,New Mexico,Albuquerque,Diet Coke,0.39,"1,350",526.50,268.52,51%
FizzyCo,1128299,13-01-2023,West,New Mexico,Albuquerque,Sprite,0.38,"1,260",478.80,215.46,45%
FizzyCo,1128299,13-01-2023,West,New Mexico,Albuquerque,Fanta,0.39,750,292.50,146.25,50%
FizzyCo,1128299,13-01-2023,West,New Mexico,Albuquerque,Powerade,0.41,630,258.30,116.24,45%
FizzyCo,1128299,13-01-2023,West,New Mexico,Albuquerque,Dasani Water,0.36,"1,170",421.20,164.27,39%
FizzyCo,1128299,13-02-2023,West,New Mexico,Albuquerque,Coca-Cola,0.29,"1,450",420.50,222.87,53%
FizzyCo,1128299,13-02-2023,West,New Mexico,Albuquerque,Diet Coke,0.37,"1,120",414.40,227.92,55%
FizzyCo,1128299,13-02-2023,West,New Mexico,Albuquerque,Sprite,0.37,"1,040",384.80,192.40,50%
FizzyCo,1128299,13-02-2023,Southeast,Georgia,Atlanta,Fanta,0.36,630,226.80,117.94,52%
FizzyCo,1128299,13-02-2023,Southeast,Georgia,Atlanta,Powerade,0.41,510,209.10,100.37,48%
FizzyCo,1128299,13-02-2023,Southeast,Georgia,Atlanta,Dasani Water,0.37,980,362.60,130.54,36%
FizzyCo,1128299,12-03-2023,Southeast,Georgia,Atlanta,Coca-Cola,0.37,"1,370",506.90,253.45,50%
FizzyCo,1128299,12-03-2023,Southeast,Georgia,Atlanta,Diet Coke,0.46,"1,010",464.60,246.24,53%
FizzyCo,1128299,12-03-2023,Southeast,Georgia,Atlanta,Sprite,0.49,"1,130",553.70,271.31,49%
FizzyCo,1128299,12-03-2023,Southeast,Georgia,Atlanta,Fanta,0.47,730,343.10,178.41,52%
FizzyCo,1128299,12-03-2023,Southeast,Georgia,Atlanta,Powerade,0.51,390,198.90,93.48,47%
FizzyCo,1128299,12-03-2023,Southeast,Georgia,Atlanta,Dasani Water,0.48,950,456.00,164.16,36%
FizzyCo,1128299,13-04-2023,Southeast,Georgia,Atlanta,Coca-Cola,0.45,"1,420",639.00,325.89,51%
FizzyCo,1128299,13-04-2023,Southeast,Georgia,Atlanta,Diet Coke,0.51,880,448.80,224.40,50%
FizzyCo,1128299,13-04-2023,Southeast,Georgia,Atlanta,Sprite,0.50,940,470.00,235.00,50%
FizzyCo,1128299,13-04-2023,Southeast,Georgia,Atlanta,Fanta,0.48,690,331.20,182.16,55%
FizzyCo,1128299,13-04-2023,Southeast,Georgia,Atlanta,Powerade,0.52,530,275.60,132.29,48%
FizzyCo,1128299,13-04-2023,Southeast,Georgia,Atlanta,Dasani Water,0.63,"1,050",661.50,264.60,40%
FizzyCo,1128299,14-05-2023,Southeast,Georgia,Atlanta,Coca-Cola,0.47,"1,600",752.00,406.08,54%
FizzyCo,1128299,14-05-2023,Southeast,Georgia,Atlanta,Diet Coke,0.52,"1,080",561.60,292.03,52%
FizzyCo,1128299,14-05-2023,Southeast,Georgia,Atlanta,Sprite,0.52,"1,230",639.60,319.80,50%
FizzyCo,1128299,14-05-2023,Southeast,Georgia,Atlanta,Fanta,0.47,910,427.70,230.96,54%
FizzyCo,1128299,14-05-2023,Southeast,Georgia,Atlanta,Powerade,0.50,560,280.00,134.40,48%
FizzyCo,1128299,14-05-2023,Southeast,Georgia,Atlanta,Dasani Water,0.64,"1,200",768.00,307.20,40%
FizzyCo,1128299,13-06-2023,Southeast,Georgia,Atlanta,Coca-Cola,0.46,"1,760",809.60,429.09,53%
FizzyCo,1128299,13-06-2023,Southeast,Georgia,Atlanta,Diet Coke,0.54,"1,470",793.80,404.84,51%
FizzyCo,1128299,13-06-2023,Southeast,Georgia,Atlanta,Sprite,0.52,"1,420",738.40,354.43,48%
FizzyCo,1128299,13-06-2023,Southeast,Georgia,Atlanta,Fanta,0.49,"1,200",588.00,299.88,51%
FizzyCo,1128299,13-06-2023,Southeast,Georgia,Atlanta,Powerade,0.51,720,367.20,176.26,48%
FizzyCo,1128299,13-06-2023,Southeast,Georgia,Atlanta,Dasani Water,0.67,"1,500",1005.00,351.75,35%
FizzyCo,1128299,12-07-2023,Southeast,Georgia,Atlanta,Coca-Cola,0.47,"1,960",921.20,460.60,50%
FizzyCo,1128299,12-07-2023,Southeast,Georgia,Atlanta,Diet Coke,0.51,"1,730",882.30,449.97,51%
FizzyCo,1128299,12-07-2023,Southeast,Georgia,Atlanta,Sprite,0.50,"1,370",685.00,342.50,50%
FizzyCo,1128299,12-07-2023,Southeast,Georgia,Atlanta,Fanta,0.46,"1,280",588.80,300.29,51%
FizzyCo,1128299,12-07-2023,Southeast,Georgia,Atlanta,Powerade,0.54,"1,380",745.20,357.70,48%
FizzyCo,1128299,12-07-2023,Southeast,Georgia,Atlanta,Dasani Water,0.67,"1,430",958.10,364.08,38%
FizzyCo,1128299,13-08-2023,Southeast,Georgia,Atlanta,Coca-Cola,0.53,"1,820",964.60,491.95,51%
FizzyCo,1128299,13-08-2023,Southeast,Georgia,Atlanta,Diet Coke,0.58,"1,750",1015.00,527.80,52%
FizzyCo,1128299,13-08-2023,Southeast,Georgia,Atlanta,Sprite,0.54,"1,500",810.00,372.60,46%
FizzyCo,1128299,13-08-2023,Southeast,Georgia,Atlanta,Fanta,0.53,"1,130",598.90,311.43,52%
FizzyCo,1128299,13-08-2023,Southeast,Georgia,Atlanta,Powerade,0.60,"1,260",756.00,362.88,48%
FizzyCo,1128299,13-08-2023,Southeast,Georgia,Atlanta,Dasani Water,0.68,"1,190",809.20,283.22,35%
FizzyCo,1128299,14-09-2023,Southeast,Georgia,Atlanta,Coca-Cola,0.43,"1,800",774.00,417.96,54%
FizzyCo,1128299,14-09-2023,Southeast,Georgia,Atlanta,Diet Coke,0.47,"1,560",733.20,403.26,55%
FizzyCo,1128299,14-09-2023,Southeast,Georgia,Atlanta,Sprite,0.42,"1,350",567.00,266.49,47%
FizzyCo,1128299,14-09-2023,Southeast,Georgia,Atlanta,Fanta,0.43,"1,200",516.00,278.64,54%
FizzyCo,1128299,14-09-2023,Southeast,Georgia,Atlanta,Powerade,0.54,"1,000",540.00,259.20,48%
FizzyCo,1128299,14-09-2023,Southeast,Georgia,Atlanta,Dasani Water,0.59,"1,310",772.90,309.16,40%
FizzyCo,1128299,13-10-2023,Southeast,Georgia,Atlanta,Coca-Cola,0.42,"1,310",550.20,280.60,51%
FizzyCo,1128299,13-10-2023,Southeast,Georgia,Atlanta,Diet Coke,0.47,"1,420",667.40,347.05,52%
FizzyCo,1128299,13-10-2023,Southeast,Georgia,Atlanta,Sprite,0.42,"1,050",441.00,207.27,47%
FizzyCo,1128299,13-10-2023,Southeast,Georgia,Atlanta,Fanta,0.44,880,387.20,193.60,50%
FizzyCo,1128299,13-10-2023,Southeast,Georgia,Atlanta,Powerade,0.50,900,450.00,207.00,46%
FizzyCo,1128299,13-10-2023,Southeast,Georgia,Atlanta,Dasani Water,0.64,"1,020",652.80,254.59,39%
FizzyCo,1128299,13-11-2023,Southeast,Georgia,Atlanta,Coca-Cola,0.51,"1,370",698.70,356.34,51%
FizzyCo,1128299,13-11-2023,Southeast,Georgia,Atlanta,Diet Coke,0.58,"1,730",1003.40,541.84,54%
FizzyCo,1128299,13-11-2023,Southeast,Georgia,Atlanta,Sprite,0.54,"1,150",621.00,291.87,47%
FizzyCo,1128299,13-11-2023,Southeast,Georgia,Atlanta,Fanta,0.51,"1,160",591.60,307.63,52%
FizzyCo,1128299,13-11-2023,Southeast,Georgia,Atlanta,Powerade,0.60,"1,020",612.00,287.64,47%
FizzyCo,1128299,13-11-2023,Southeast,Georgia,Atlanta,Dasani Water,0.65,"1,240",806.00,282.10,35%
FizzyCo,1128299,12-12-2023,Southeast,Georgia,Atlanta,Coca-Cola,0.50,"2,030",1015.00,558.25,55%
FizzyCo,1128299,12-12-2023,Southeast,Georgia,Atlanta,Diet Coke,0.58,"1,890",1096.20,580.99,53%
BevCo,1128299,12-12-2023,Southeast,Georgia,Atlanta,Sprite,0.53,"1,380",731.40,365.70,50%
BevCo,1128299,12-12-2023,Southeast,Georgia,Atlanta,Fanta,0.51,"1,280",652.80,326.40,50%
BevCo,1128299,12-12-2023,Southeast,Georgia,Atlanta,Powerade,0.64,"1,160",742.40,371.20,50%
BevCo,1128299,12-12-2023,Southeast,Georgia,Atlanta,Dasani Water,0.64,"1,350",864.00,302.40,35%
BevCo,1185732,09-01-2023,Southeast,Georgia,Atlanta,Coca-Cola,0.39,"2,560",998.40,579.07,58%
BevCo,1185732,09-01-2023,Southeast,Georgia,Atlanta,Diet Coke,0.37,"2,060",762.20,342.99,45%
BevCo,1185732,09-01-2023,Southeast,Georgia,Atlanta,Sprite,0.29,"2,480",719.20,280.49,39%
BevCo,1185732,09-01-2023,Southeast,Georgia,Atlanta,Fanta,0.34,"2,030",690.20,303.69,44%
BevCo,1185732,09-01-2023,Southeast,Georgia,Atlanta,Powerade,0.47,"1,890",888.30,417.50,47%
BevCo,1185732,09-01-2023,Southeast,Georgia,Atlanta,Dasani Water,0.37,"2,390",884.30,530.58,60%
BevCo,1185732,07-02-2023,Southeast,Georgia,Atlanta,Coca-Cola,0.38,"3,120",1185.60,699.50,59%
BevCo,1185732,07-02-2023,Southeast,Georgia,Atlanta,Diet Coke,0.39,"2,180",850.20,391.09,46%
BevCo,1185732,07-02-2023,Southeast,Georgia,Atlanta,Sprite,0.29,"2,170",629.30,232.84,37%
BevCo,1185732,07-02-2023,Southeast,South Carolina,Charleston,Fanta,0.33,"1,690",557.70,250.97,45%
BevCo,1185732,07-02-2023,Southeast,South Carolina,Charleston,Powerade,0.49,"1,890",926.10,435.27,47%
BevCo,1185732,07-02-2023,Southeast,South Carolina,Charleston,Dasani Water,0.34,"2,160",734.40,477.36,65%
BevCo,1185732,05-03-2023,Southeast,South Carolina,Charleston,Coca-Cola,0.33,"2,650",874.50,507.21,58%
BevCo,1185732,05-03-2023,Southeast,South Carolina,Charleston,Diet Coke,0.32,"2,100",672.00,329.28,49%
BevCo,1185732,05-03-2023,Southeast,South Carolina,Charleston,Sprite,0.24,"1,810",434.40,165.07,38%
BevCo,1185732,05-03-2023,Southeast,South Carolina,Charleston,Fanta,0.27,"1,440",388.80,163.30,42%
BevCo,1185732,05-03-2023,Southeast,South Carolina,Charleston,Powerade,0.41,"1,810",742.10,356.21,48%
BevCo,1185732,05-03-2023,Southeast,South Carolina,Charleston,Dasani Water,0.32,"1,890",604.80,381.02,63%
BevCo,1185732,06-04-2023,Southeast,South Carolina,Charleston,Coca-Cola,0.33,"2,830",933.90,532.32,57%
BevCo,1185732,06-04-2023,Southeast,South Carolina,Charleston,Diet Coke,0.34,"1,820",618.80,284.65,46%
BevCo,1185732,06-04-2023,Southeast,South Carolina,Charleston,Sprite,0.24,"1,820",436.80,165.98,38%
BevCo,1185732,06-04-2023,Southeast,South Carolina,Charleston,Fanta,0.27,"1,800",486.00,208.98,43%
BevCo,1185732,06-04-2023,Southeast,South Carolina,Charleston,Powerade,0.47,"1,880",883.60,441.80,50%
BevCo,1185732,06-04-2023,Southeast,South Carolina,Charleston,Dasani Water,0.39,"2,090",815.10,513.51,63%
BevCo,1185732,05-05-2023,Southeast,South Carolina,Charleston,Coca-Cola,0.48,"2,820",1353.60,744.48,55%
BevCo,1185732,05-05-2023,Southeast,South Carolina,Charleston,Diet Coke,0.45,"1,880",846.00,380.70,45%
BevCo,1185732,05-05-2023,Southeast,South Carolina,Charleston,Sprite,0.41,"2,100",861.00,318.57,37%
BevCo,1185732,05-05-2023,Southeast,South Carolina,Charleston,Fanta,0.43,"1,820",782.60,328.69,42%
BevCo,1185732,05-05-2023,Southeast,South Carolina,Charleston,Powerade,0.53,"1,960",1038.80,519.40,50%
BevCo,1185732,05-05-2023,Southeast,South Carolina,Charleston,Dasani Water,0.59,"2,000",1180.00,708.00,60%
BevCo,1185732,07-06-2023,Southeast,South Carolina,Charleston,Coca-Cola,0.51,"2,730",1392.30,779.69,56%
BevCo,1185732,07-06-2023,Southeast,South Carolina,Charleston,Diet Coke,0.49,"2,000",980.00,441.00,45%
BevCo,1185732,07-06-2023,Southeast,South Carolina,Charleston,Sprite,0.47,"2,090",982.30,353.63,36%
BevCo,1185732,07-06-2023,Southeast,South Carolina,Charleston,Fanta,0.47,"2,180",1024.60,461.07,45%
BevCo,1185732,07-06-2023,Southeast,South Carolina,Charleston,Powerade,0.62,"1,950",1209.00,544.05,45%
BevCo,1185732,07-06-2023,Southeast,South Carolina,Charleston,Dasani Water,0.65,"2,500",1625.00,1040.00,64%
BevCo,1185732,05-07-2023,Southeast,South Carolina,Charleston,Coca-Cola,0.63,"3,110",1959.30,1155.99,59%
BevCo,1185732,05-07-2023,Southeast,South Carolina,Charleston,Diet Coke,0.58,"2,700",1566.00,767.34,49%
BevCo,1185732,05-07-2023,Southeast,South Carolina,Charleston,Sprite,0.51,"2,480",1264.80,455.33,36%
BevCo,1185732,05-07-2023,Southeast,South Carolina,Charleston,Fanta,0.52,"2,020",1050.40,441.17,42%
BevCo,1185732,05-07-2023,Southeast,South Carolina,Charleston,Powerade,0.64,"2,400",1536.00,691.20,45%
BevCo,1185732,05-07-2023,Southeast,South Carolina,Charleston,Dasani Water,0.66,"2,440",1610.40,1046.76,65%
BevCo,1185732,06-08-2023,Southeast,South Carolina,Charleston,Coca-Cola,0.62,"3,260",2021.20,1152.08,57%
BevCo,1185732,06-08-2023,Southeast,South Carolina,Charleston,Diet Coke,0.54,"2,430",1312.20,642.98,49%
BevCo,1185732,06-08-2023,Southeast,South Carolina,Charleston,Sprite,0.50,"2,310",1155.00,462.00,40%
BevCo,1185732,06-08-2023,Southeast,South Carolina,Charleston,Fanta,0.44,"2,330",1025.20,420.33,41%
BevCo,1185732,06-08-2023,Southeast,South Carolina,Charleston,Powerade,0.51,"2,250",1147.50,527.85,46%
BevCo,1185732,06-08-2023,Southeast,South Carolina,Charleston,Dasani Water,0.58,"2,780",1612.40,983.56,61%
BevCo,1185732,05-09-2023,Southeast,South Carolina,Charleston,Coca-Cola,0.51,"2,870",1463.70,848.95,58%
BevCo,1185732,05-09-2023,Southeast,South Carolina,Charleston,Diet Coke,0.48,"2,230",1070.40,513.79,48%
BevCo,1185732,05-09-2023,Southeast,South Carolina,Charleston,Sprite,0.38,"1,960",744.80,290.47,39%
BevCo,1185732,05-09-2023,Southeast,South Carolina,Charleston,Fanta,0.39,"2,100",819.00,327.60,40%
BevCo,1185732,05-09-2023,Southeast,South Carolina,Charleston,Powerade,0.48,"1,750",840.00,386.40,46%
BevCo,1185732,05-09-2023,Southeast,South Carolina,Charleston,Dasani Water,0.52,"2,320",1206.40,723.84,60%
BevCo,1185732,07-10-2023,Southeast,South Carolina,Charleston,Coca-Cola,0.50,"2,440",1220.00,732.00,60%
BevCo,1185732,07-10-2023,Southeast,South Carolina,Charleston,Diet Coke,0.42,"2,080",873.60,436.80,50%
BevCo,1185732,07-10-2023,Southeast,South Carolina,Charleston,Sprite,0.41,"1,760",721.60,281.42,39%
